"song_key","total_ms_played","total_minutes_played","total_hours_played","play_count"
"Lil Uzi Vert - The Way Life Goes (feat. Oh Wonder)","95632863","1593.88105","26.564684166666662","820"
"The Weeknd - Is There Someone Else?","92215334","1536.9222333333332","25.61537055555555","820"
"Darkoo - Gangsta","87702397","1461.7066166666666","24.361776944444443","764"
"Tory Lanez - The Color Violet","87085076","1451.4179333333334","24.19029888888889","820"
"Lil Uzi Vert - 20 Min","85570382","1426.1730333333333","23.76955055555555","880"
"Daniel Caesar - Get You (feat. Kali Uchis)","81053700","1350.895","22.514916666666668","659"
"Rushy - Hi! Bye!","80543176","1342.3862666666666","22.373104444444444","959"
"The Notorious B.I.G. - Hypnotize - 2014 Remaster","77211615","1286.86025","21.447670833333333","631"
"Kendrick Lamar - Money Trees","76859407","1280.9901166666666","21.34983527777778","658"
"Rosa Walton - I Really Want to Stay at Your House","75362645","1256.0440833333334","20.934068055555556","542"
"DEAN - love","75305486","1255.0914333333333","20.918190555555555","824"
"A$AP Rocky - Praise The Lord (Da Shine) (feat. Skepta)","69648012","1160.8002","19.34667","915"
"JAY1 - Flex (feat. JB Scofield)","65731572","1095.5262","18.25877","681"
"Lil Uzi Vert - XO Tour Llif3","65599001","1093.3166833333332","18.221944722222226","771"
"BlackMayo - Jus' Know","63766182","1062.7697","17.712828333333334","696"
"Don Toliver - No Idea","60205367","1003.4227833333332","16.723713055555557","812"
"Khalid - 8TEEN","55343757","922.39595","15.373265833333331","537"
"J. Cole - No Role Modelz","54904582","915.0763666666668","15.251272777777778","559"
"Travis Scott - SICKO MODE","53933117","898.8852833333333","14.981421388888888","499"
"Travis Scott - HIGHEST IN THE ROOM","53151811","885.8635166666667","14.764391944444444","697"
"NAV - Wanted You (feat. Lil Uzi Vert)","52309074","871.8179","14.530298333333333","417"
"Don Toliver - No Pole","49972446","832.8741","13.881235","487"
"Sam Wise - How It Feels","48892022","814.8670333333333","13.581117222222222","505"
"Doja Cat - Say So","48400554","806.6759","13.444598333333332","331"
"Lil Uzi Vert - 444+222","48118771","801.9795166666667","13.366325277777776","435"
"Migos - Stir Fry","46806772","780.1128666666667","13.001881111111112","665"
"Arctic Monkeys - No. 1 Party Anthem","46567696","776.1282666666667","12.935471111111111","258"
"Lil Uzi Vert - Yessirskiii","46247437","770.7906166666667","12.846510277777778","439"
"WILLOW - Wait a Minute!","46078092","767.9682","12.79947","650"
"PARTYNEXTDOOR - Break from Toronto","45654164","760.9027333333333","12.681712222222222","984"
"Lil Tecca - Ransom (with Juice WRLD) - Remix","45503158","758.3859666666667","12.639766111111111","477"
"Metro Boomin - Too Many Nights (feat. Don Toliver & with Future)","45332851","755.5475166666666","12.59245861111111","478"
"Drake - Way 2 Sexy (with Future & Young Thug)","45236258","753.9376333333333","12.565627222222222","326"
"Gesaffelstein - Lost in the Fire (feat. The Weeknd)","44833841","747.2306833333333","12.453844722222222","312"
"Arizona Zervas - ROXANNE","44762386","746.0397666666667","12.43399611111111","428"
"Mobb Deep - Shook Ones, Pt. II","44743328","745.7221333333333","12.428702222222222","439"
"88rising - History","44589464","743.1577333333333","12.385962222222222","598"
"USHER - Hey Daddy (Daddy's Home)","43718030","728.6338333333333","12.143897222222222","345"
"Roddy Ricch - The Box","43325532","722.0922","12.034870000000002","429"
"ODIE - North Face","43021617","717.02695","11.950449166666669","558"
"Teriyaki Boyz - Tokyo Drift (Fast & Furious) - From """"The Fast And The Furious: Tokyo Drift"""" Soundtrack","42962737","716.0456166666667","11.934093611111113","301"
"LAST ALLIANCE - HEKIREKI","42766717","712.7786166666667","11.879643611111112","285"
"Nelly Furtado - Promiscuous","42213094","703.5515666666666","11.725859444444444","307"
"Yellow Claw - Love & War - Yellow Claw G-Funk Remix","42060667","701.0111166666667","11.683518611111111","363"
"21 Savage - a lot","41604647","693.4107833333334","11.55684638888889","439"
"Block B - BASTARZ - From Seoul","41551832","692.5305333333333","11.542175555555556","666"
"WSTRN - In2 (feat. Wretch 32, Chip & Geko) - Remix","41321293","688.6882166666667","11.478136944444444","337"
"Modjo - Lady - Hear Me Tonight","41119240","685.3206666666666","11.422011111111113","447"
"Sik-K - iffy (Prod. GroovyRoom)","40971339","682.85565","11.3809275","654"
"Joey Bada$$ - DEVASTATED","40783132","679.7188666666667","11.328647777777778","681"
"The Weeknd - Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series)","40745656","679.0942666666666","11.318237777777776","513"
"Pi’erre Bourne - Drunk And Nasty (feat. Sharc)","40590969","676.51615","11.275269166666668","334"
"Lucky Daye - Late Night","40560502","676.0083666666667","11.266806111111112","484"
"Khalid - Talk (feat. Disclosure)","40522627","675.3771166666667","11.256285277777778","515"
"Childish Gambino - 3005","40397455","673.2909166666667","11.221515277777778","587"
"Frank Ocean - Thinkin Bout You","39958041","665.96735","11.099455833333334","694"
"NLE Choppa - Camelot","39900176","665.0029333333333","11.08338222222222","394"
"Tame Impala - Borderline","39342265","655.7044166666667","10.928406944444443","496"
"Jay Park - Me Like Yuh","39227691","653.79485","10.896580833333331","508"
"Young Slo-Be - I Love You","39007127","650.1187833333333","10.835313055555556","424"
"Trippie Redd - Miss The Rage (feat. Playboi Carti)","38505113","641.7518833333334","10.695864722222222","260"
"Trippie Redd - Love Sick","38288949","638.14915","10.635819166666666","344"
"The Weeknd - Reminder","38119406","635.3234333333334","10.58872388888889","417"
"Daniel Caesar - Best Part (feat. H.E.R.)","37975041","632.91735","10.5486225","465"
"Kendrick Lamar - LOVE. FEAT. ZACARI.","37312307","621.8717833333334","10.364529722222224","676"
"Quality Control - Leave Em Alone","37106254","618.4375666666666","10.307292777777777","288"
"Frank Ocean - Ivy","36728567","612.1427833333333","10.202379722222222","360"
"Tame Impala - The Less I Know The Better","36547136","609.1189333333333","10.15198222222222","508"
"Chris Brown - Loyal (feat. Lil Wayne & Tyga)","36470103","607.83505","10.130584166666669","340"
"Tinashe - 2 On (feat. ScHoolboy Q)","36367858","606.1309666666667","10.10218277777778","437"
"B Young - 079ME","36312526","605.2087666666666","10.086812777777777","450"
"Lah Pat - Rodeo (Remix)","36282722","604.7120333333334","10.07853388888889","260"
"Clairo - Pretty Girl","36214555","603.5759166666667","10.059598611111111","413"
"21 Savage - Bank Account","36153824","602.5637333333333","10.042728888888888","402"
"2Pac - Hit 'Em Up - Single Version","36132095","602.2015833333334","10.036693055555556","272"
"Young Thug - pick up the phone","36128870","602.1478333333333","10.035797222222222","390"
"Blood Orange - Champagne Coast","36032455","600.5409166666667","10.00901527777778","200"
"Eric Bellinger - Valet (feat. Fetty Wap and 2 Chainz)","36020848","600.3474666666667","10.005791111111112","306"
"Daniel Caesar - CYANIDE","36011434","600.1905666666667","10.003176111111111","471"
"24kGoldn - VALENTINO","35914909","598.5818166666667","9.976363611111111","362"
"Tyler, The Creator - She","35774181","596.23635","9.9372725","373"
"Don Toliver - NEW DROP","35703328","595.0554666666667","9.917591111111111","439"
"Kanye West - Flashing Lights","35431680","590.528","9.842133333333331","547"
"A$AP Rocky - F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","35395984","589.9330666666667","9.832217777777778","566"
"BROCKHAMPTON - SUGAR","35390559","589.84265","9.830710833333336","417"
"MAN WITH A MISSION - Dark Crow","35381898","589.6983","9.828305","259"
"Mustard - Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","35162545","586.0424166666667","9.767373611111111","465"
"21 Savage - Glock In My Lap","35114326","585.2387666666667","9.753979444444443","486"
"Drake - Feel No Ways","34988823","583.14705","9.7191175","246"
"Tion Wayne - Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","34982077","583.0346166666667","9.717243611111112","170"
"Tevomxntana - Heaven Sent","34833385","580.5564166666667","9.675940277777778","494"
"Ricky Rich - Habibi (feat. A Boogie Wit da Hoodie)","34674815","577.9135833333333","9.631893055555556","509"
"D-Block Europe - Overseas","34666177","577.7696166666667","9.629493611111112","332"
"Yeat - Monëy so big","34427245","573.7874166666667","9.563123611111113","392"
"Joey Bada$$ - TEMPTATION","34270292","571.1715333333333","9.519525555555555","530"
"SL - Tropical","34248803","570.8133833333334","9.51355638888889","323"
"Drake - Passionfruit","34172715","569.54525","9.492420833333334","424"
"2Pac - All Eyez On Me (ft. Big Syke)","34061889","567.69815","9.461635833333334","335"
"Cochise - Tell Em","33917655","565.29425","9.421570833333334","370"
"Ghostface Killah - The Champ","33823390","563.7231666666667","9.395386111111112","324"
"50 Cent - Baby By Me","33750410","562.5068333333334","9.375113888888889","331"
"Gunna - fukumean","33732933","562.21555","9.370259166666669","508"
"Mixtape Madness - Next Up - Part 1","33719826","561.9971","9.366618333333331","298"
"Lil Uzi Vert - P2","33670839","561.18065","9.353010833333334","272"
"Lil Uzi Vert - Futsal Shuffle 2020","33290024","554.8337333333334","9.24722888888889","286"
"WSTRN - In2","33150672","552.5112","9.20852","411"
"Frank Ocean - Novacane","32934891","548.91485","9.148580833333334","552"
"Central Cee - Loading","32873124","547.8854","9.131423333333334","315"
"Lil Wayne - Love Me","32804213","546.7368833333334","9.11228138888889","447"
"DJ Khaled - Wild Thoughts (feat. Rihanna & Bryson Tiller)","32718933","545.31555","9.0885925","283"
"Section Boyz - Trappin Aint Dead","32626065","543.76775","9.062795833333332","362"
"Kanye West - Don't Like.1","32393485","539.8914166666667","8.998190277777779","272"
"Kali Uchis - After The Storm (feat. Tyler, The Creator & Bootsy Collins)","32363294","539.3882333333333","8.98980388888889","584"
"The Notorious B.I.G. - Big Poppa - 2005 Remaster","32283817","538.0636166666667","8.967726944444445","399"
"Kid Cudi - Day 'N' Nite (Nightmare)","32252801","537.5466833333334","8.95911138888889","356"
"21 Savage - No Heart","32215451","536.9241833333333","8.948736388888888","239"
"Migos - Bad and Boujee (feat. Lil Uzi Vert)","32190096","536.5016","8.941693333333335","234"
"Bryson Tiller - Don't","31991994","533.1999","8.886664999999999","555"
"Frank Ocean - Lost","31986822","533.1137","8.885228333333334","367"
"Phil Collins - In the Air Tonight","31980557","533.0092833333333","8.883488055555555","208"
"Jay Park - All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version]","31964363","532.7393833333333","8.878989722222222","285"
"French Montana - Unforgettable","31840004","530.6667333333334","8.844445555555556","377"
"Miura Jam - Inner Light (From """"Hajime No Ippo"""")","31807643","530.1273833333333","8.83545638888889","266"
"the peggies - センチメートル","31746326","529.1054333333333","8.818423888888889","266"
"The Weeknd - Party Monster","31690679","528.1779833333334","8.802966388888889","369"
"Ne-Yo - She Knows","31619792","526.9965333333333","8.783275555555555","405"
"Young Thug - Relationship (feat. Future)","31561506","526.0251","8.767085","294"
"Miura Jam - Under Star (From """"Hajime no Ippo"""")","31551634","525.8605666666666","8.764342777777777","313"
"Chase Atlantic - Consume (feat. Goon Des Garcons)","31488537","524.80895","8.746815833333333","173"
"Hardy Caprio - Best Life","31437349","523.9558166666667","8.732596944444445","321"
"Childish Gambino - Heartbeat","31406621","523.4436833333333","8.724061388888888","416"
"Playboi Carti - Sky","31268724","521.1454","8.685756666666666","379"
"Calvin Harris - Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","31230888","520.5148","8.675246666666668","339"
"Childish Gambino - Redbone","30997316","516.6219333333333","8.610365555555555","414"
"Brent Faiyaz - Best Time","30977276","516.2879333333333","8.604798888888888","707"
"Mahalia - I Wish I Missed My Ex","30878656","514.6442666666667","8.577404444444445","324"
"Skepta - Nirvana","30805039","513.4173166666667","8.556955277777778","232"
"The Weeknd - What You Need","30758652","512.6442","8.54407","289"
"Future - Mask Off","30742886","512.3814333333333","8.539690555555556","305"
"Jay Author - Time Chaina","30471593","507.85988333333336","8.464331388888889","377"
"PinkPantheress - Pain","30448943","507.48238333333336","8.458039722222223","595"
"No Jumper - Hard (feat. Tay-K and BlocBoy JB)","30388240","506.47066666666666","8.441177777777778","531"
"Lil Tecca - 500lbs","30309188","505.15313333333336","8.419218888888889","517"
"Kanye West - Runaway","30295602","504.9267","8.415445","164"
"Daniel Caesar - Japanese Denim","30262057","504.36761666666666","8.406126944444445","377"
"JAY1 - 4AM in Coventry","30256289","504.2714833333333","8.404524722222222","408"
"Akon - Smack That","30092451","501.54085","8.359014166666666","367"
"The Notorious B.I.G. - Gimme the Loot - 2005 Remaster","29984749","499.74581666666666","8.329096944444444","278"
"Lil Uzi Vert - Sanguine Paradise","29950595","499.1765833333333","8.319609722222221","372"
"Dynamicduo - AEAO","29948683","499.1447166666667","8.319078611111111","166"
"KAYTRANADA - Witchy (feat. Childish Gambino)","29836746","497.2791","8.287985","236"
"bôa - Duvet","29644437","494.07395","8.234565833333333","445"
"Yeat - Talk","29619351","493.65585","8.2275975","348"
"Diplo - Wish (feat. Trippie Redd)","29579125","492.98541666666665","8.21642361111111","254"
"Tame Impala - New Person, Same Old Mistakes","29564055","492.73425","8.212237499999999","231"
"JAE5 - Dimension (feat. Skepta & Rema)","29554731","492.57885","8.209647499999999","312"
"Billy Idol - Eyes Without A Face","29528867","492.14778333333334","8.202463055555556","300"
"Offset - Ric Flair Drip (with Metro Boomin)","29481195","491.35325","8.189220833333334","440"
"Burna Boy - Sittin' On Top Of The World (feat. 21 Savage)","29449775","490.82958333333335","8.180493055555555","211"
"Steve Lacy - Dark Red","29359080","489.318","8.1553","413"
"Lil Uzi Vert - Erase Your Social","29327374","488.78956666666664","8.146492777777777","401"
"The Weeknd - Starboy","29188891","486.48151666666666","8.108025277777777","422"
"FloyyMenor - Gata Only","29112764","485.21273333333335","8.086878888888888","190"
"The Weeknd - Out of Time","28950280","482.50466666666665","8.041744444444443","359"
"The Weeknd - Die For You","28883066","481.38443333333333","8.02307388888889","310"
"Ken Carson - ss","28805512","480.09186666666665","8.001531111111111","305"
"Central Cee - Day in the Life","28712446","478.5407666666667","7.975679444444444","373"
"iann dior - gone girl","28677035","477.9505833333333","7.965843055555555","344"
"Tears For Fears - Everybody Wants To Rule The World","28633053","477.21755","7.953625833333334","247"
"Coolio - Gangsta's Paradise","28619738","476.9956333333334","7.949927222222223","236"
"Octavian - Papi Chulo","28528238","475.47063333333335","7.924510555555556","269"
"MF DOOM - Doomsday","28413814","473.56356666666665","7.892726111111111","366"
"Headie One - Ain't It Different (feat. AJ Tracey & Stormzy)","28285429","471.42381666666665","7.857063611111111","403"
"Poundz - Opp Thot","28202777","470.04628333333335","7.834104722222222","237"
"pH-1 - Cupid","28191751","469.8625166666667","7.831041944444445","344"
"Digga D - No Diet","28136531","468.94218333333333","7.815703055555556","274"
"Jme - Man Don't Care","27978086","466.3014333333333","7.771690555555555","316"
"Justin Timberlake - Mirrors - Radio Edit","27972119","466.2019833333333","7.7700330555555555","176"
"Declan McKenna - Brazil","27967227","466.12045","7.768674166666667","277"
"BTS - HOME","27965908","466.09846666666664","7.768307777777777","197"
"LiSA - 紅蓮華","27941515","465.69191666666666","7.761531944444444","278"
"Young Nudy - EA (feat. 21 Savage)","27928333","465.47221666666667","7.757870277777778","434"
"Blaze Burna - WEED","27877330","464.62216666666666","7.743702777777778","446"
"beabadoobee - the perfect pair","27789508","463.15846666666664","7.719307777777777","450"
"YOASOBI - 夜に駆ける","27723179","462.0529833333333","7.700883055555555","173"
"Tory Lanez - Say It","27693883","461.56471666666664","7.692745277777777","230"
"XXKATUSJINSUX - STREETSX VACATION BIBLE SCHOOL","27679991","461.33318333333335","7.688886388888889","110"
"Tory Lanez - Pink Dolphin Sunset (feat. Tee)","27611193","460.18655","7.669775833333333","326"
"Playboi Carti - Fell In Luv (feat. Bryson Tiller)","27607048","460.11746666666664","7.668624444444444","421"
"Dreamer Boy - Falling for the Wrong One","27581416","459.6902666666667","7.661504444444445","246"
"J. Cole - G.O.M.D.","27535981","458.9330166666667","7.648883611111112","291"
"Timbaland - The Way I Are","27483821","458.06368333333336","7.634394722222223","287"
"Skepta - No Security","27314390","455.2398333333333","7.587330555555555","600"
"Dave - Starlight","27125326","452.0887666666667","7.534812777777778","251"
"Kkalas - BLOCKK","26785276","446.42126666666667","7.440354444444444","327"
"Drake - IDGAF (feat. Yeat)","26765962","446.09936666666664","7.434989444444444","282"
"NLE Choppa - Gang Baby","26739949","445.6658166666667","7.427763611111112","337"
"Drake - Controlla","26596620","443.277","7.38795","270"
"PENOMECO - Tempo (feat. Sik-K)","26360766","439.3461","7.322435","446"
"Tay-K - The Race - Remix","26341095","439.01825","7.316970833333333","266"
"TV Girl - Lovers Rock","26306216","438.43693333333334","7.307282222222223","462"
"Yeat - Swërved It","26288369","438.1394833333333","7.302324722222222","311"
"BTS - Dynamite","26286730","438.11216666666667","7.301869444444445","193"
"Travis Scott - BUTTERFLY EFFECT","26266116","437.7686","7.296143333333333","383"
"DEAN - instagram","26207432","436.7905333333333","7.279842222222222","328"
"The Weeknd - Blinding Lights","26149578","435.8263","7.263771666666667","243"
"Stormzy - Superheroes","26117142","435.2857","7.254761666666667","236"
"iann dior - romance361","26098649","434.97748333333334","7.249624722222222","334"
"Lil Uzi Vert - Homecoming","26037759","433.96265","7.232710833333333","348"
"Mitski - My Love Mine All Mine","26008440","433.474","7.224566666666666","324"
"TV Girl - Blue Hair","25993910","433.2318333333333","7.2205305555555555","397"
"Frank Ocean - Nights","25903146","431.7191","7.195318333333334","456"
"A$AP Rocky - Fashion Killa","25881825","431.36375","7.189395833333333","372"
"A$AP Ferg - Plain Jane","25877621","431.2936833333333","7.188228055555555","357"
"K'ron - Round of Applause","25791990","429.8665","7.164441666666666","251"
"TWICE - FANCY","25787735","429.79558333333335","7.1632597222222225","211"
"NAV - Champion (feat. Travis Scott)","25770524","429.50873333333334","7.158478888888889","445"
"Ski Mask The Slump God - Take A Step Back","25722343","428.70571666666666","7.145095277777778","257"
"Hooss - A la Gustavo","25581428","426.3571333333333","7.105952222222222","207"
"Jay Park - All I Wanna Do (K) (Feat. Hoody & Loco)","25562990","426.0498333333333","7.1008305555555555","361"
"BENEE - Supalonely","25556828","425.94713333333334","7.099118888888889","219"
"Blueface - Daddy (feat. Rich The Kid)","25539105","425.65175","7.094195833333333","296"
"Red Velvet - 러시안 룰렛 Russian Roulette","25506597","425.10995","7.085165833333334","205"
"Dadju - Compliqué","25438109","423.9684833333333","7.066141388888889","242"
"Sade - Kiss of Life","25436148","423.9358","7.065596666666666","219"
"Savage Ga$p - Pumpkins scream in the dead of night","25254104","420.9017333333333","7.015028888888889","223"
"Polo G - Go Stupid","25236412","420.6068666666667","7.0101144444444445","299"
"Tame Impala - Let It Happen","25158470","419.30783333333335","6.988463888888889","253"
"PARTYNEXTDOOR - Her Way","25048209","417.47015","6.957835833333333","266"
"XXXTENTACION - Fuck Love","25005595","416.75991666666664","6.9459986111111105","435"
"A Boogie Wit da Hoodie - Swervin (feat. 6ix9ine)","24900356","415.00593333333336","6.916765555555556","311"
"Ice Cube - You Know How We Do It","24876056","414.6009333333334","6.910015555555556","324"
"WSTRN - Wonder Woman","24818150","413.6358333333333","6.8939305555555555","385"
"$NOT - GOSHA","24777148","412.9524666666667","6.882541111111111","342"
"SZA - Good Days","24765144","412.7524","6.879206666666667","189"
"Steve Lacy - Some","24682755","411.37925","6.856320833333333","589"
"Jaden - Summertime In Paris","24659745","410.99575","6.849929166666667","344"
"YoungBoy Never Broke Again - Make No Sense","24647668","410.79446666666666","6.846574444444444","383"
"Lil Mosey - Blueberry Faygo","24615877","410.26461666666665","6.837743611111111","362"
"Travis Scott - goosebumps","24596571","409.94285","6.832380833333334","483"
"The Weeknd - In Your Eyes","24410265","406.83775","6.780629166666667","356"
"DaBaby - BOP","24351320","405.8553333333333","6.764255555555555","334"
"XXXTENTACION - Jocelyn Flores","24344845","405.74741666666665","6.762456944444444","255"
"Soolking - Casanova","24244749","404.07915","6.7346525","244"
"Frank Ocean - In My Room","24242009","404.0334833333333","6.733891388888889","436"
"Lil Peep - Falling Down - Bonus Track","24209330","403.48883333333333","6.724813888888889","361"
"Yinglee SriJumpol - ขอใจเธอแลกเบอร์โทร","24123784","402.06306666666666","6.701051111111111","241"
"Lil Mosey - Noticed","24113932","401.89886666666666","6.698314444444445","340"
"J. Cole - Wet Dreamz","24091537","401.5256166666667","6.692093611111111","400"
"IU - LILAC","23980735","399.6789166666667","6.661315277777778","186"
"Sixpence None The Richer - Kiss Me","23967639","399.46065","6.6576775","182"
"Playboi Carti - wokeuplikethis*","23929427","398.8237833333333","6.647063055555555","351"
"Galileo Galilei - 青い栞","23862723","397.71205","6.628534166666666","247"
"Famous Dex - PICK IT UP (feat. A$AP Rocky)","23838252","397.3042","6.621736666666666","359"
"The Future Kingz - 3 Vets","23829865","397.1644166666667","6.619406944444445","215"
"Heartist OTOD - Tango in Paris","23818723","396.9787166666667","6.616311944444445","519"
"Trinidad Cardona - Dinero","23795445","396.59075","6.609845833333334","193"
"Kendrick Lamar - m.A.A.d city","23766388","396.1064666666667","6.601774444444445","346"
"Cassie - Long Way 2 Go","23748878","395.81463333333335","6.596910555555556","250"
"Childish Gambino - Les","23739788","395.66313333333335","6.594385555555556","456"
"HEIZE - And July","23723412","395.3902","6.589836666666667","373"
"The Weeknd - I Was Never There","23707720","395.1286666666667","6.585477777777778","262"
"Tayc - P A S C O M M E Ç A","23638005","393.96675","6.5661125","352"
"Bryson Tiller - Let Em' Know","23521425","392.02375","6.533729166666666","197"
"USHER - Yeah! (feat. Lil Jon & Ludacris)","23502549","391.70915","6.528485833333334","211"
"DPR LIVE - Summer Tights","23443303","390.7217166666667","6.512028611111111","519"
"Skepta - It Ain't Safe","23391579","389.85965","6.497660833333333","582"
"Ikimonogakari - ブルーバード","23299836","388.3306","6.472176666666667","362"
"Bastille - Pompeii","23266285","387.77141666666665","6.462856944444444","537"
"Tory Lanez - Lavender Sunflower","23255916","387.5986","6.459976666666666","363"
"22Gz - Twirlanta","23182307","386.3717833333333","6.439529722222222","330"
"Melanie Martinez - Play Date","23136491","385.6081833333334","6.426803055555555","199"
"Sik-K - party (SHUT DOWN)","23059149","384.31915","6.405319166666667","493"
"J Hus - Did You See","22874016","381.2336","6.353893333333334","351"
"GOT7 - Girls Girls Girls","22834823","380.5803833333333","6.343006388888889","151"
"Fitz and The Tantrums - Out of My League","22740255","379.00425","6.3167375","215"
"Nova - Not Around","22738868","378.98113333333333","6.316352222222222","248"
"Daniel Caesar - Do You Like Me?","22672615","377.87691666666666","6.297948611111111","288"
"Kendrick Lamar - Bitch, Don’t Kill My Vibe","22649800","377.4966666666666","6.291611111111111","382"
"Cavetown - Boys Will Be Bugs","22635722","377.2620333333333","6.287700555555555","83"
"Doja Cat - Like That (feat. Gucci Mane)","22528687","375.47811666666666","6.257968611111111","214"
"PNL - J’comprends pas","22384957","373.0826166666667","6.218043611111112","274"
"Halsey - Without Me","22379385","372.98975","6.216495833333334","186"
"Steve Lacy - N Side","22367421","372.79035","6.2131725","365"
"San E - mohae (feat. Bolbbalgan4)","22362211","372.70351666666664","6.211725277777777","280"
"Drake - Laugh Now Cry Later (feat. Lil Durk)","22307871","371.79785","6.196630833333333","234"
"Frankie Valli - Can't Take My Eyes off You","22255864","370.93106666666665","6.182184444444444","213"
"The Weeknd - Timeless (feat Playboi Carti)","22221452","370.3575333333333","6.172625555555555","137"
"Lil Wayne - Lollipop","22216409","370.2734833333334","6.171224722222222","148"
"Future - Mask Off (feat. Kendrick Lamar) - Remix","22145810","369.09683333333334","6.151613888888889","301"
"Arctic Monkeys - I Wanna Be Yours","22105629","368.42715","6.140452499999999","262"
"Daichi Miura - IT'S THE RIGHT TIME","22026448","367.10746666666665","6.1184577777777776","268"
"PARTYNEXTDOOR - M a k e I t T o T h e M o r n i n g","21805280","363.42133333333334","6.057022222222222","237"
"Bruno Mars - Finesse","21738854","362.31423333333333","6.038570555555555","210"
"DJ Khaled - GREECE (feat. Drake)","21686058","361.4343","6.023905","328"
"SEUNGRI - 1, 2, 3!","21591331","359.8555166666667","5.997591944444445","236"
"Billie Eilish - BIRDS OF A FEATHER","21536973","358.94955","5.9824925","208"
"Miki Matsubara - Mayonaka no Door / Stay With Me","21481427","358.0237833333333","5.967063055555555","178"
"Fetty Wap - Again","21420557","357.0092833333333","5.950154722222222","227"
"Drake - Nice For What","21387362","356.4560333333333","5.940933888888889","237"
"Kanii - I Know - PR1SVX Edit","21370659","356.17765","5.936294166666667","354"
"The Weeknd - Pray For Me","21308759","355.14598333333333","5.919099722222223","194"
"Lil Tecca - HVN ON EARTH (with Kodak Black)","21298451","354.9741833333333","5.916236388888889","317"
"Waka Flocka Flame - No Hands (feat. Roscoe Dash & Wale)","21288890","354.81483333333335","5.913580555555556","235"
"Kanye West - Touch The Sky","21256128","354.2688","5.90448","284"
"Justin Timberlake - Rock Your Body","21185396","353.0899333333333","5.884832222222221","232"
"Sophie Ellis-Bextor - Murder On The Dancefloor","21176258","352.93763333333334","5.882293888888889","185"
"Likybo - Kraazy","21174442","352.9073666666667","5.881789444444445","226"
"11:11 Music Group - in for it","21160083","352.66805","5.877800833333334","244"
"Bone Thugs-N-Harmony - Thuggish Ruggish Bone","21157137","352.61895","5.8769825","158"
"DTF - Me Gusta","21153902","352.56503333333336","5.876083888888889","290"
"Tizzy x Brandz - All Ways","21153178","352.5529666666667","5.875882777777778","320"
"DPR LIVE - Text Me","21150703","352.51171666666664","5.875195277777777","315"
"Drigyy - Lust","21140116","352.33526666666666","5.872254444444445","486"
"Future - MASSAGING ME","21131022","352.1837","5.869728333333333","407"
"DPR LIVE - Martini Blue","21111000","351.85","5.864166666666667","375"
"PinkPantheress - I Must Apologise","21110895","351.84825","5.8641375","479"
"KANA-BOON - ないものねだり","21104985","351.74975","5.862495833333333","263"
"Justin Bieber - Peaches (feat. Daniel Caesar & Giveon)","21097545","351.62575","5.860429166666666","160"
"HYBS - Tip Toe","21091199","351.51998333333336","5.8586663888888895","332"
"Joey Bada$$ - Show Me","21065950","351.0991666666667","5.851652777777778","334"
"Rae Sremmurd - Swang","21061720","351.02866666666665","5.850477777777778","314"
"Crush - A Little Bit","20872872","347.8812","5.798019999999999","264"
"Lil Mosey - Stuck In A Dream (feat. Gunna)","20799458","346.6576333333333","5.777627222222222","346"
"Lil Mosey - Kamikaze","20772422","346.20703333333336","5.770117222222223","375"
"Bryson Tiller - Sorrows","20753930","345.89883333333336","5.764980555555556","363"
"Yung Bleu - Ice On My Baby (feat. Kevin Gates) - Remix","20753254","345.88756666666666","5.764792777777777","195"
"NBSPLV - Lost Soul","20636573","343.9428833333333","5.732381388888888","244"
"Post Malone - Sunflower - Spider-Man: Into the Spider-Verse","20611210","343.5201666666667","5.725336111111111","375"
"Skepta - Greaze Mode","20523595","342.05991666666665","5.700998611111111","490"
"BTS - Just One Day","20462773","341.0462166666667","5.684103611111111","270"
"saüd - Follow Me Home","20458776","340.9796","5.682993333333333","377"
"Ice Cube - Check Yo Self - Remix","20454831","340.91385","5.681897500000001","317"
"DPR LIVE - Jasmine","20430018","340.5003","5.675005","392"
"Timbaland - Give It To Me","20367378","339.4563","5.657605","182"
"PARTYNEXTDOOR - LOYAL (feat. Drake)","20330718","338.8453","5.647421666666667","159"
"Boney M. - Rasputin - Club Mix","20281356","338.0226","5.63371","111"
"BURNOUT SYNDROMES - FLY HIGH!!","20276862","337.9477","5.632461666666667","266"
"50 Cent - Many Men (Wish Death)","20260937","337.6822833333333","5.628038055555555","333"
"G-Eazy - Lady Killers II (Christoph Andersson Remix)","20217929","336.96548333333334","5.616091388888889","90"
"Justin Bieber - Confident","20203668","336.7278","5.61213","190"
"Eyedress - Something About You","20181607","336.36011666666667","5.606001944444444","419"
"J. Cole - Work Out","20165939","336.0989833333333","5.601649722222222","322"
"Kanye West - Father Stretch My Hands Pt. 1","20043012","334.0502","5.567503333333334","607"
